,generated question,gold question
54,"how is the history of the art deco style being explained?
1. "" The design of the world's first ""unshakable"" architecture. -lrb- The design of the world's first ""unshakable"" architecture.
If the project is based on historical facts, one could easily envision a world where architecture existed in all ",in what year was the empire state building completed ?
55,"how is the history of the art deco style being explained?
1. "" The design of the world's first ""unshakable"" architecture. -lrb- The design of the world's first ""unshakable"" architecture.
If the project is based on historical facts, one could easily envision a world where architecture existed in all ",the chrysler building reflects what architectural style ?
56,"how is the history of the art deco style being explained?
1. "" The design of the world's first ""unshakable"" architecture. As with any other building, the building's appearance and design are based on a single, self-contained, self-selected building.2. "" The design of the world's first ""unshakable"" a",what floor of the chrysler building has sculptures of eagles at its corners ?
57,"how is the history of the art deco style being explained?
1.1. The American architect John Turner (1840-1936) took inspiration for American architecture. Turner took inspiration for English architecture from many different sources. In English, Turner developed the principles that govern building des",what building known for its bronze-tinted i-beams was completed in 1957 ?
58,"how is the state building produced in the state of america?
1. ""This design is inspired from the design of the Chicago and New York city s skyscrapers. Its design is characterized by the presence of strong building lines, high-rise balconies, and continuous building elements, from the front of the b",what is the full name of the organization known by the acronym aia ?
59,"how is the history of the art deco style being explained?
1. "" The design of the world's first ""unshakable"" architecture. As with any other building, the building's appearance and design are based on a single, self-contained, self-selected building.2. "" The design of the world's first ""unshakable"" a",which animal decorates the corners of the chrysler building ?
60,"how is the history of the art deco style being explained?
1. "" The design of the world's first ""unshakable"" architecture. -lrb- The design of the world's first ""unshakable"" architecture.
If the project is based on historical facts, one could easily envision a world where architecture existed in all ",when was the empire state building constructed ?
61,"how is the history of the art deco style being explained?
1. "" The design of the world's first ""unshakable"" architecture. -lrb- The design of the world's first ""unshakable"" architecture.
If the project is based on historical facts, one could easily envision a world where architecture existed in all ",when was the chrysler building built in nyc ?
62,"how is york different from cities like NYC and Miami? As a result of the current high concentration of new york-area development that results from the influx of new york, urban planning, residential development and social development, may contribute to a sharp increase in economic activity, social c",in what borough is the riverdale neighborhood located ?
63,"how is york different from cities like NYC and Miami? As a result of the current high concentration of new york-area development that results from the influx of new york, urban planning, residential development and social development, may contribute to a sharp increase in economic activity, social c",in what borough is the ditmas park neighborhood located ?
64,"how is york different from cities like NYC and Miami? As a result of the current high concentration of new york-area development that results from the influx of new york, urban planning, residential development and social development, may contribute to a sharp increase in economic activity, social c",in what borough is the douglaston neighborhood located ?
65,"how is york different from cities like NYC and Miami during the early 1900's? 
The answer from the author is not to be found in previous articles or articles for which the subject is not directly mentioned. Indeed, it may be that new york, however it describes itself, is one of those cities where on",brownstone rowhouse construction is most often associated with the period beginning in 1870 and ending in what year ?
66,"how is york different from cities like NYC and Miami? As a result of the current high concentration of new york-area development that results from the influx of new york, urban planning, residential development and social development, may contribute to a sharp increase in economic activity, social c","along with tudor revival , what is a common architectural style of single-family houses in new york ?"
67,"how is york different from cities like NYC and Miami during the early 1900's? 
The answer from the author is not to be found in previous articles or articles for which the subject is not directly mentioned. Indeed, it may be that new york, however it describes itself, is one of those cities where on",what type of housing structure makes up most of the large residential districts of nyc ?
68,"how is stone's water coming to man's building during the Great Flood from his building? If you look at how water is coming that way from the ground or from earth.
So you ask:is stone water coming to man's building during the Great Flood from his building?
A similar question could be posed:
It seems ",what event led to the decline in wooden construction in new york city ?
69,"how is the city built?:
It's probably pretty simple, actually. You have to look for something that represents how things will change for you. One way is to think of the project as creating new buildings that meet different building requirements.
A common way, however, is to think of one building bui","in the 19th century , new york city required water towers in the roofs of buildings that were more than how many stories tall ?"
70,"how is the city built?:
It's probably pretty simple, actually. You have to look for something that represents how things will change for you. One way is to think of the development as creating new buildings that meet different building requirements.
Another way is to think of the building itself as ",what area was known for its garden apartments ?
71,"how is stone's water coming to man's building during the Great Flood from his building? If you look at how water is coming that way from the ground or from earth.
So you ask:is stone water coming to man's building during the Great Flood from his building?
A similar question could be posed:
It seems ","after the great fire of 1835 , what became the most widespread building materials ?"
72,"how is the city built?:
It's probably pretty simple, actually. You have to look for something that represents how things will change for you. One way is to think of the city as a dynamic dynamic that changes depending on each person or institution or government, and that involves building new develo",to prevent high water pressures at lower elevations what were built on many of the city 's buildings ?
73,"how is higher earthquake hazard at a major point of source in zoning code not related to high seismic hazard from an earthquake? 
From another study of major quake zone locations (n.d.), such as a location that was previously classified as a 'quake zones', researchers found higher earthquake hazard ",when did the united states geological survey released its seismic hazard analysis ?
74," if this question is not at all similar to the above question, how can i write this sentence in english from the original question? (e.g. if the answer for the question is: if the answer for the question is: if the answer for the question is: if the answer for the question is:
The answer for this qu",how many of new york 's boroughs would be counted among the united states ' ten most populated cities if they were independent ?
75,"how is the state of Texas different from any other?
According to the Census Bureau, Texas is the world's fourth-biggest economy, according to its population of 2.5.
It will be a while till the US Federal Reserve comes up with the answer.",how many boroughs does new york city have ?
76," if this question is not at all similar to the above question, how can i write this sentence in english from the original question? (e.g. if the answer for the question is: if the answer for the question is: if the answer for the question is: if the answer for the question is:
The answer for this qu",which four boroughs of nyc would be among the the most populous cities in the us if they were independent cities ?
77,"how is the sun warming at these latitudes at the same temperature level? i have looked here for years from the early 1980's to mid-1986. i have seen no sign of any warming at all except for in February of 1989 when it started to reach the stratosphere, and no signs from October of 1992 to April of 1",what is the name of new york city 's climate using the köppen climate classification ?
78,"how is the sun warming at these latitudes at the same temperature as the city of trento and its surrounding neighborhoods? 
From another study, i.e., a comparison between the tropospheric temperature in February of 1989 and the new latitude, we get the following two results from the study based on t",how many sunny days does new york average each year ?
79,"how is the sun warming at these latitudes at the same temperature as the city of trento and its surrounding neighborhoods? 
From another study, i.e., a comparison between the tropospheric temperature in February of 1989 and the new latitude, we get the following two results from the study based on t",how many hours of sunshine does new york receive every year ?
80,"how is the sun warming at these northern areas of Asia during wintertime? i have looked here for years from the 1940-40 to the present, and have analyzed sun exposure. the first part of each month is in February, i think, i do not understand the sun, so i wanted to start by looking at the previous m",the suburbs of the city lie between the humid subtropical and what other climate zone ?
81,"how is the sun warming at these latitudes at the same temperature level? i have looked here for years from the early 1980's to mid-1986. i have seen no sign of any warming at all except for in February of 1989 when it started to reach the stratosphere, and no signs from October of 1992 to April of 1",what month in new york city is the coldest ?
82,"how is the sun warming at these latitudes at the same temperature level? i have looked here for years from the early 1980's to mid-1986. i have seen no sign of any warming at all except for in February of 1989 when it started to reach the stratosphere, and no signs from October of 1992 to April of 1",what type of climate does nyc possess ?
83,"how is the sun warming at these latitudes at the same temperature as the city of trento and its surrounding neighborhoods? 
From another study, i.e., a comparison between the tropospheric temperature in February of 1989 and the new latitude, we get the following two results from the study based on t",how many days on average does nyc get sunshine annually ?
84,"how is the sun warming at these latitudes at the start of this year from September 30, 2015 till September 30, 2017? (from June 15) So the sun heats at the start of the season the entire year, then starts to cool down during the month, then gradually cools down from October 23, 2015 till December 30",what planting zone does the city land in ?
85,"how is the sun warming at cities? 
The sun does not rise from the middle of January till February and continues to rise to that depth for about 5 months until it reaches its optimum setting on February 20, in February of each year.
If the sun is rising gradually at two consecutive latitudes, then th",what mountains serve as a barrier to keep new york city comparatively warmer in the winter ?
86,"how is the sun warming at these latitudes to avoid the temperature difference? i.e.,how is the sun slowly warming at these latitude extremes to be expected for winter when temperature difference between the tropospheric and cold atmosphere is greatest?
A common theory, however, is that the effect fr",what is new york city 's daily january mean temperature in degrees celsius ?
87,"how is summer's atlatency so low?
According to the most recent United Nations forecasts, from 1951 to 2008, the annual average summer temperature between November-December has been 32.6 °f -lrb- 0.3 °c — the lowest one-year average, from 1950 to 1992. Although all other year-round anomalies were cal",what is the average humidity in july as a percentage ?
88,"how is the sun warming at these latitudes to avoid the urban heat island phenomenon? The answer turns on its head how much is cooling that affects the city atmosphere and thus human health, and especially the climate. That question is of greatest importance, because the sun, in a particular region, ","on average , how often do new york temperatures exceed 90 degrees fahrenheit each year ?"
89,"how is the sun warming at these latitudes to avoid the temperature difference? How does the sun's heat from the sun's ionosphere and its ionosphere interact with sun's temperature, and thereby the heat that it takes to cool these low latitude latitudes from the sun's ionosphere and ionosphere has oc",on what date did new york record its highest temperature ever ?
90,"how is the sun warming at these latitudes to avoid the temperature difference? How does the sun's heat from the sun's ionosphere and its ionosphere interact with sun's temperature, and thereby the heat that it takes to cool these low latitude latitudes from the sun's ionosphere and ionosphere has oc",what is the highest temperature recorded in nyc ?
91,"how is the sun warming at these latitudes to avoid the temperature difference? How does the sun's heat from the sun's ionosphere and its ionosphere interact with sun's temperature, and thereby the heat that it takes to cool these low latitude latitudes from the sun's ionosphere and ionosphere has oc",when was the lowest temperature recorded in nyc ?
92,"how is the sun warming at these latitudes to avoid the temperature difference? How does the sun's heat from the sun's ionosphere and its ionosphere interact with sun's temperature, and thereby the heat that it takes to cool these low latitude latitudes from the sun's ionosphere and ionosphere has oc",the highest temperature ever recorded in nyc was in what year ?
93,"how is rainfall different for cities? 
Based on the above context, generate the question whose answer is in the following sentences:the city receives 49.9 inches -lrb- 1,270 mm -rrb- of precipitation annually, which is fairly spread throughout the year. 
This question contains two definitions : rain","in millimeters , how much precipitation does new york receive a year ?"
94,"how is rainfall different for cities that are located in the western portion of the continental United States? In most cases rainfall averages will be larger during the previous year compared to when it falls.
The following are some cities that offer exceptional low or no rainfall from the year to y","in centimeters , what is the average winter snowfall ?"
95,"how is rain-borne water coming from any place in the whole of America from California to Japan? and from Mexico to Cuba? (e.g. Mexico is covered by a 5.5 percent layer of a layer that is 100 percent of the United States, however) which places can rain from California to Mexico? and from China to Nic",when did hurricane sandy strike new york ?
96,"how is rainfall different for cities? 
Based on the above context, generate the question whose answer is in the following sentences:the city receives 49.9 inches -lrb- 1,270 mm -rrb- of precipitation annually, which is fairly spread throughout the year. 
This question contains two definitions : rain",how many inches of precipitation does nyc get in a year ?
97,"how is rain-borne water coming from any place in the whole of America from California to Japan? and from Mexico to Cuba? (e.g. Mexico is covered by a 5.5 percent layer of a layer that is 100 percent of the United States, however) which places can rain from California to Mexico? and from China to Nic","which natural disaster occurred on october 29 , 2012 in nyc ?"
98,"how is rainfall different for cities that are located in the western portion of the continental United States? In most cases rainfall averages will be larger during the previous year compared to when it falls.
The following are some cities that offer exceptional low or no rainfall from the year to y",the mean snowfall between 1981 and 2010 in nyc has been how many inches ?
99,"how is york different from cities like New York, with its massive parks-based zoning? If you look at how local land holdings are organized, there are several common ways.
So you have: the state of york is not so simple when compared to other major states with big parks areas. For example, consider a",what is the name of the new york city department that operates the park system ?
100,"how is york different from cities like New York, with its massive parks-based zoning? If you look at how local land holdings are organized, there are several common ways.
So you have: the state of york is not so simple when compared to other major states with big parks areas. For example, consider a",what is the state office that operates new york city parks ?
101,"how is york different from cities like New York, with its massive parks-based zoning? If you look at how local land holdings are organized, there are several common ways.
So you have: the state of york is not so simple when compared to other major states with big parks areas. For example, consider a",what federal service operates new york city parks ?
102,"how is the state taking control of the state parks system during the current era from now on?
In the last few months, the state parks department has taken over from the governor, through re-establishing a local park authority. In fact, the state parks department is reportedly building two parks area",what city was rated as having the best park system by the trust for public land ?
103,"how is the state taking control of the state parks system during the current era from now on?
In the last few months, the state parks department has taken over from the governor, through re-establishing a local park authority. In fact, the state parks department is reportedly building two parks area",what city had the second highest parkscore rating ?
104,"how is the state taking control of the state parks system during the current era from now on?
In the last few months, the state parks department has taken over from the governor, through re-establishing a local park authority. In fact, the state parks department is reportedly building two parks area",the 2013 parkscore rating for nyc made nyc second in best park system to what other us city ?
105,"how is the state maintained at these state parks at all during WWII? And from which sources?


Because the state parks at the south end of the nation's capital have no clear definition of the term ""state park"", these state parks have very little information about their functions. They are located in",how large is the gateway national recreation area in hectares ?
106,"how is the state maintained at these state parks at all during WWII? And from which sources?


Because the state parks at the south end of the nation's capital have no clear definition of the term ""state park"", these state parks have very little information about their functions. They are located in",about how large is the jamaica bay wildlife refuge in acres ?
107,"how is the state maintained?:
It's probably pretty simple, as most of the state will likely continue to remain intact. 
From another vantage point, the park could easily be said to be maintained by a local government, either local or quasi-annual affairs. 
For instance, it could be said that all cit",what fort is located on the rockaway peninsula ?
108,"how is the state maintained?:
It's probably pretty simple, as most of the state will likely continue to remain intact. 
From another vantage point, the park could easily be said to be maintained by a local government, either local or quasi-annual affairs. 
For instance, it could be said that all cit",what park is located on the rockaway peninsula ?
109,"how is the state maintained at these state parks at all during WWII? And from which sources?


Because the state parks at the south end of the nation's capital have no clear definition of the term ""state park"", these state parks have very little information about their functions. They are located in",what body of water is jamaica bay wildlife refuge adjacent to ?
110,"how is the state maintained at these state parks at all during WWII? And from which sources?


Because the state parks at the south end of the nation's capital have no clear definition of the term ""state park"", these state parks have very little information about their functions. They are located in",how many acres of land does gateway nation recreation contain ?
111,"how is the state of Texas responding to any effort being made by the Governor from his state to close the Texas State Capitol to the public that could be perceived as anti-gay?
So, the Governor would explain in that his administration would close the Texas state Capitol to the public that could be s",what body administers the ellis island immigration museum ?
112,"how is the state of Texas responding to any of these factors?
1. ""Local government officials must be involved with local history activities that create appropriate local histories for local purposes.
2. Local government officials must not participate in activities that create a local histories proje",what is the common name for the general grant national memorial ?
113,"how is the state of Texas responding to any of these problems?
1. ""Local government officials must be involved with local communities to provide for the needs of the land for preservation, rehabilitation, and development; that is, local government must take a part in the management of the land and u",in what neighborhood is the stonewall inn located ?
114,"how is the state of Texas responding to any of these problems?
1. ""Local government officials must be involved with local communities to provide for the needs of the land for preservation, rehabilitation, and development; that is, local government must take a part in the management of the land and u",what movement is the stonewall inn most famously associated with ?
115,"how is the state of Texas responding to any effort being made by the Governor from his state to close the Texas State Capitol to the public that could be perceived as anti-gay?
So, the Governor would explain in that his administration would close the Texas state Capitol to the public that could be s",the statue of liberty is taken care of by what organization ?
116,"how is the state of Texas responding to any effort being made by the Governor from his state to close the Texas State Capitol to the public that could be perceived as anti-gay?
So, the Governor would explain in that his administration would close the Texas state Capitol to the public that could be s",the statue of liberty is also in what other us state ?
117,"how is the state of Texas responding to any effort being made by the Governor from his state to close the Texas State Capitol to the public that could be perceived as anti-gay?
So, the Governor would explain in that his administration would close the Texas state Capitol to the public that could be s",ellis island is considered in new york state and which other ?
118,"how is the state of Texas responding to any of these problems?
1. ""Local government officials must be involved with local communities to provide for the needs of the land for preservation, rehabilitation, and development; that is, local government must take a part in the management of the land and u",which landmark is considered the spark for lgbt rights ?
119,"how is the state of Texas responding to any of these factors?
1. ""Local government officials must be involved with local history activities that create appropriate local histories for local purposes.
2. Local government officials must not participate in activities that create a local histories proje","the landmark , general grant national memorial , is also called what ?"
120,"how is the state park at 5-9 pm, with a population of 2,000? If you look at how much people (those living outside) live here, when you enter/go, you see that many different people may be living in the state park, but they are all very quiet.  The average person would see 4-5 people here a night, so ",how many state parks exist in new york city ?
121,"how is the state park at 5-9 pm, with a population of 2,000? If you look at how much people (those living outside) live here, when you enter/go, you see that many different people may be living in the state park, but they are all very quiet.  The average person would see 4-5 people here a night, so ",how large is riverbank state park in acres ?
